Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd
N_S_WWC_WM_180,9.40968,14.3077,15.2811,17.7157,-0.59,-0.82,7.06062,2.566,-1.7452,129.871,-3.63203,-0.2,13.9177,0.9,12.7885,-2.20998,0.755337,39.2196,73.843,-14.8761,-18.9194,-53.2994,109.608,0.273008104192691,0.0053590424811471
N_S_WWC_WM_182,4.59633,14.9648,13.653,-12.3967,0.55,0.42,3.44704,-1.97843,-13.4179,-47.4233,4.53588,0.1,6.75565,-0.4,11.6731,1.4249,5.05688,11.1706,96.3636,-28.044,-34.539,-10.6512,-192.02,0.254788351026578,0.0069562884360238
N_S_WWC_WM_183,-0.772398,8.41772,-4.63488,14.9643,1.25,1.01,18.363,5.87275,42.5343,6.30452,-6.70934,0.6,-24.5565,0.8,35.1424,17.4287,26.0829,6.11666,91.4767,35.7724,-17.4143,-24.3362,91.8619,0.2466281227641196,0.0050937719965657
N_S_WWC_WM_186,-5.64637,5.57163,-7.59475,18.9555,0.82,-0.08,1.63999,8.9153,28.9221,59.6389,2.85187,-0.1,4.38743,0.8,14.9939,15.2922,20.5174,53.8305,105.533,41.238,15.1338,60.1368,-22.6824,0.2507576642159468,0.0085969171567053
N_S_WWC_WM_187,2.37588,1.58141,-2.60367,11.6422,1.38,-1.48,12.9047,-4.35544,32.6311,-88.6172,3.10296,-0.2,-37.5716,0.5,6.03349,11.2253,-2.06747,33.1993,9.83359,-44.2325,129.931,-18.1536,-74.6984,0.2573723265116279,0.0048803211600549
N_S_WWC_WM_189,1.8435,5.01659,-3.9235,1.26512,0.62,-1.78,7.78386,4.20915,-45.3066,16.9091,-10.1891,-0.1,-14.4586,0.8,7.79045,2.47609,-0.360752,16.9459,104.721,48.9616,-58.2445,1.23452,-197.504,0.262842060704319,0.006143107901021
N_S_WWC_WM_190,11.004,-6.76392,0.224627,8.06024,0.7,0.13,13.7383,1.70202,-25.018,-5.67779,-13.9054,0.6,-15.2625,-0.2,-21.9082,0.336808,0.91996,24.5074,21.3104,15.6381,144.461,13.6728,-160.809,0.2474887467275748,0.0057799131524375
N_S_WWC_WM_191,5.11771,2.4227,11.0998,1.71387,-0.3,0.66,16.9628,0.0644063,-34.5179,143.578,-7.43789,0.7,14.0597,0.2,28.9058,-0.222137,25.304,-18.2463,-58.5285,23.7536,-36.5606,53.4796,-13.0334,0.2446011364850498,0.005829786577756
N_S_WWC_WM_192,9.07108,-7.57954,-1.0615,-14.9855,2.21,1.49,8.29195,1.55338,-40.9042,25.5345,0.842821,0.1,11.4584,0.6,22.9419,19.6405,3.07641,-22.7019,90.0618,38.9867,-29.0416,-4.19041,-6.17395,0.2123761928936877,0.0037551672601172
N_S_WWC_WM_193,8.80929,-4.459,17.8141,13.8782,1.32,-1.28,16.3192,0.677856,-19.1625,74.4945,4.2836,0.2,-12.5407,1.0,29.3806,-3.24623,5.76755,47.8844,41.0417,44.0062,131.751,38.6734,-118.633,0.2284753081827242,0.0054881552325156
N_S_WWC_WM_194,8.5541,10.6631,19.1044,-3.08968,1.13,-0.66,11.2558,5.03655,46.6988,-42.4613,-5.13467,-0.1,12.2714,0.0,7.1348,10.6845,26.8318,53.413,118.594,15.4316,9.72493,10.4492,-124.93,0.2700901605681063,0.0087509846025581
N_S_WWC_WM_195,-6.06116,-3.9189,8.57515,-4.17366,0.68,-0.65,-3.55507,4.42964,-23.7038,68.7752,-2.42858,0.8,3.7521,-0.1,37.0012,-18.6203,23.8732,54.4811,-24.6616,-7.68247,47.4296,87.4418,-136.079,0.2548244449269103,0.0044011107762882
N_S_WWC_WM_196,7.81568,14.4599,5.16037,14.1386,1.73,-0.25,19.2781,-4.23628,5.92969,-4.71412,-2.99011,0.4,-27.4453,-0.1,45.2701,16.154,-5.34398,28.1542,-14.9876,-46.9154,58.5519,10.6289,141.981,0.2812579254252492,0.0115963275280406
N_S_WWC_WM_199,11.7496,-4.94871,0.625722,5.23763,0.17,-0.34,11.5265,2.55804,20.2961,-20.174,-1.18453,0.0,22.6929,-0.2,6.12495,13.6692,0.32124,-23.6021,-34.019,-43.8282,-58.6187,44.2919,80.0057,0.2203401195614618,0.0041487901006021
N_S_WWC_WM_201,7.12951,1.43308,3.93348,-6.80876,-1.49,1.41,1.20192,-4.45535,-22.9875,108.99,-13.0214,0.0,13.5717,0.4,-24.0964,15.2444,13.679,6.3029,103.254,-49.4812,2.44929,87.1624,46.79,0.2511878767375415,0.0061284717906594
N_S_WWC_WM_203,12.4362,12.7479,8.11738,4.2518,0.42,2.36,14.9553,7.5996,-32.4565,109.751,-12.9502,0.5,-35.8701,0.5,2.08997,6.07139,19.6025,42.1837,77.9009,39.4878,78.2033,31.1652,-154.907,0.2809596388405315,0.0147056362233138
N_S_WWC_WM_205,6.82682,2.90433,3.42508,-15.5512,-0.77,-1.22,-8.41272,-3.59835,44.7212,25.2267,4.97848,0.7,11.0218,0.5,4.24551,6.42725,-20.5436,-11.6597,-28.0778,-2.87503,-21.9435,-5.82487,-97.416,0.2223397592159468,0.0047019608338772
N_S_WWC_WM_206,3.02235,4.85202,11.143,-3.5264,-0.47,-0.2,-2.72728,-2.48433,-42.7358,-78.498,-14.7962,0.1,-0.746037,-0.3,56.099,22.6683,23.2846,1.68866,29.4715,44.9026,76.1914,-21.6042,5.89736,0.2475393809003322,0.0067067396448508
N_S_WWC_WM_209,12.7905,7.17771,12.6337,2.11372,0.11,-0.42,-4.35615,7.30589,23.0176,8.16151,-3.53949,0.8,-14.0892,-0.3,45.0656,-7.02795,-4.46149,32.7556,27.2829,-17.3449,-19.8127,81.4733,132.081,0.2603271251827242,0.0065833722419045
N_S_WWC_WM_210,-6.24734,14.652,3.91689,-1.38529,0.75,-0.02,-9.17799,3.77551,-9.5333,111.729,2.15239,0.1,17.0583,0.3,17.0342,29.2069,-29.5358,13.263,-47.5779,9.93527,0.495898,37.8414,73.3081,0.2641149138239202,0.0086792693332855
N_S_WWC_WM_211,6.33729,-2.44012,7.43494,3.01114,1.07,-1.7,-1.28752,8.43238,-2.64319,-6.90594,-12.272,0.7,10.0515,0.1,-2.05918,-7.5417,26.3288,30.8599,73.2367,-44.6663,-21.7546,28.6578,-166.138,0.2421542609900332,0.0057102932259307
N_S_WWC_WM_212,0.806445,13.8181,-1.3865,-14.2673,1.52,2.49,12.4245,0.737345,35.9163,-16.3425,4.22312,0.1,-13.7675,0.9,7.62867,6.68814,-18.1975,38.1875,40.4591,21.4672,4.577,-36.5304,23.0567,0.2663988844518272,0.0083489298588122
N_S_WWC_WM_214,-2.25394,13.7218,11.479,-6.65489,-0.95,2.34,9.18169,3.48616,-32.9938,-57.8659,-3.40064,0.3,1.45088,0.0,50.1441,-19.549,12.6884,3.63845,23.1184,-46.0632,25.2348,67.7814,-42.0874,0.2686468799368771,0.009972855368843
N_S_WWC_WM_215,8.05856,-5.90353,11.0752,-19.5964,-1.56,1.3,2.56098,0.127388,-27.7507,1.06261,-0.694316,0.7,35.4901,0.7,-12.5838,8.53328,4.31735,6.00291,28.8622,-14.3701,60.274,-51.0257,140.564,0.2198407359833886,0.0025641752573959
N_S_WWC_WM_217,0.473862,6.1195,10.4507,-6.43839,0.62,-0.44,19.4381,9.59469,-24.2439,-39.294,-3.65836,0.8,28.7989,-0.2,2.02057,15.7432,-5.73005,42.2534,104.04,-21.8255,103.623,-17.0107,-175.039,0.2487326017375415,0.0088493539225144
N_S_WWC_WM_218,-2.65062,6.82613,17.5403,14.0672,1.62,1.22,-8.5976,1.32769,-31.9646,-2.5097,-6.45312,-0.4,-27.2199,0.5,-2.84197,12.9191,-28.9444,48.5099,29.9363,-6.81745,-42.9489,20.5198,-58.9729,0.2963686538305647,0.0073001418903314
N_S_WWC_WM_219,-7.68514,10.3208,2.48667,-7.28276,0.28,0.56,-3.41463,7.79617,26.6708,1.65602,-3.46949,0.3,29.9839,-0.2,4.04501,9.75036,1.92608,40.3102,-58.2276,39.1553,-20.2238,55.3214,-165.605,0.2907241775182724,0.0105325606180082
N_S_WWC_WM_220,4.47543,-2.38872,-6.75451,15.0988,0.13,-0.18,-2.2021,-0.0491714,-41.41,9.56241,-1.33666,0.0,-30.0841,0.7,42.9248,-2.84901,-28.1605,27.0356,40.278,40.8201,108.277,-51.3397,-185.965,0.2318468788405316,0.0040518480294223
N_S_WWC_WM_222,6.52494,6.42728,-7.88709,17.8712,1.24,-1.29,8.22972,1.89152,28.5982,37.2739,-14.5834,-0.1,5.44611,0.8,-15.1129,29.9729,0.11858,-22.8289,2.22519,11.4883,33.2896,9.44326,47.7638,0.2691878496079734,0.0067449386023355
N_S_WWC_WM_224,14.2101,10.8446,-2.86887,-9.83662,1.07,-0.61,13.6039,-3.19546,28.364,66.1305,-9.82539,0.0,10.7405,0.8,39.2812,-1.23495,11.1262,10.1017,-59.4953,-42.7199,43.3257,-19.795,54.1384,0.2731324791827242,0.0085210567405665
N_S_WWC_WM_228,-5.51067,6.60838,7.6418,6.07779,-1.68,2.23,19.1558,9.98946,44.4495,99.4931,-6.66131,-0.2,9.01162,0.1,-3.53813,-15.8395,-3.6302,5.18021,-8.57969,31.6445,-12.0689,42.2978,-73.885,0.2436793742757475,0.0088296752212943
N_S_WWC_WM_229,4.93033,9.64976,2.69182,-4.76296,0.4,-0.84,3.30627,-0.640042,-21.7918,69.5444,4.02518,-0.3,4.77001,0.0,53.6377,14.028,-23.1821,-20.0291,19.944,24.9924,-11.1553,82.1602,-135.208,0.226599141461794,0.0055438652664658
N_S_WWC_WM_230,5.60208,3.99311,12.7023,3.08647,0.32,-1.29,-5.47171,5.94528,-47.9362,82.2121,-2.6242,-0.1,-25.4296,-0.1,36.3678,22.8491,22.7259,9.1218,-45.9869,21.977,-50.379,-28.5512,-193.215,0.256727197,0.0110804740712413
N_S_WWC_WM_231,13.6084,-0.664165,-2.89468,4.13989,1.14,1.89,0.148148,9.44921,-30.4038,89.8049,-6.89894,0.1,-10.4153,-0.3,-11.2182,29.7443,-4.68135,29.9492,-36.1534,29.0767,99.6222,-59.1351,-137.917,0.2521436800365448,0.0073215446480032
N_S_WWC_WM_232,2.95889,1.15381,16.284,-15.9347,0.52,1.4,13.165,7.27373,-5.56808,20.7969,4.34056,0.2,-28.8589,0.7,55.0132,26.4923,10.5551,-13.8606,32.6383,33.8967,1.60328,89.7448,108.933,0.2195127540465116,0.0054604523067327
N_S_WWC_WM_234,12.3142,-3.51848,9.64618,14.9996,-1.23,1.61,16.4961,4.00111,-18.4549,128.032,-5.08793,0.8,-11.209,0.7,43.536,0.60785,-18.2926,36.8033,107.285,31.4584,-10.2436,66.6381,-97.6897,0.2405406541993355,0.0041993712558184
N_S_WWC_WM_235,1.63491,-5.05559,18.7422,17.5872,1.03,-0.17,6.6357,6.78487,-41.8221,-46.3457,0.396017,-0.2,-6.21584,0.8,-0.812286,-12.324,4.24824,24.7258,29.2447,-29.4493,79.9161,-43.251,-57.7208,0.2301740651993355,0.0083016002101846
N_S_WWC_WM_236,-7.95396,1.49643,1.3033,7.78061,1.06,-1.07,1.43783,9.80196,-4.0351,77.5608,2.97433,-0.3,-18.0366,1.0,17.5066,-2.50247,5.3187,4.29811,53.9652,-45.5227,-5.64189,-12.9934,128.7,0.2294885488637873,0.0079201491958284
N_S_WWC_WM_237,0.967892,2.10049,5.86238,-7.08534,-0.85,-0.94,16.4747,4.67473,-25.4081,-64.9562,-7.24065,0.5,-39.6883,0.8,-19.6951,-0.0874523,-27.2249,14.5184,-14.759,39.5858,98.16,57.3929,55.444,0.2539396627242525,0.0060329903185529
N_S_WWC_WM_239,10.8002,6.86028,-2.97758,-1.90935,0.84,-0.95,16.439,-2.09392,30.4141,30.3365,-11.5263,0.5,36.195,0.4,57.2036,8.01022,-1.78252,-0.262679,96.9013,34.3663,129.655,64.2809,-168.699,0.2398966452790697,0.007292650178397
N_S_WWC_WM_241,3.40789,-0.173017,-0.273907,-10.0037,-0.92,0.21,10.2134,-4.74297,6.61181,26.6677,-2.58107,-0.2,-16.3513,0.7,38.8672,-9.78815,-1.85329,-23.6688,-56.2973,46.5323,21.6572,23.3243,-44.2832,0.2256487245182724,0.007572015992349
N_S_WWC_WM_242,2.07089,14.2762,14.5994,15.7486,-0.48,0.09,0.740756,9.7487,-8.10225,83.695,-9.14116,0.3,-13.4203,0.9,-10.5362,21.1562,-0.586023,45.4376,12.2811,29.9635,136.283,4.38192,-118.418,0.280689484,0.0093593254399522
N_S_WWC_WM_243,2.68419,10.0841,1.85258,-16.4886,0.33,0.11,-7.5057,8.18437,48.4669,24.7032,3.12307,-0.1,-13.9827,0.9,-0.0869685,-2.49035,14.3013,-1.78316,-43.5876,40.5084,113.675,80.5256,32.9668,0.2574014405481727,0.0071843799700358
N_S_WWC_WM_244,-1.0384,-3.68599,3.55271,-3.57234,1.11,0.16,-2.78322,9.66029,-11.6622,4.88408,-7.70345,-0.4,-5.47595,0.9,42.6883,10.2812,-16.4911,34.6327,-53.9249,41.853,-38.1779,-10.1085,-100.992,0.2654085569501662,0.0078989796085052
N_S_WWC_WM_245,8.02721,11.7786,10.1211,-10.5732,2.37,-0.48,17.2891,3.02557,0.0794027,116.979,1.98087,0.0,16.4278,-0.2,-16.8598,6.63619,-14.7617,52.7176,-50.3741,13.0883,45.4243,-40.3591,2.59549,0.2781674453621262,0.0085465470861258
N_S_WWC_WM_246,-2.82922,2.20918,-6.27928,-13.4538,0.57,2.42,6.50637,2.45244,-11.5706,-6.62423,-9.37488,-0.2,9.07614,0.7,58.425,28.6083,-7.08726,8.65484,-51.8824,-11.7011,54.1034,77.5939,-166.923,0.2671860503820598,0.0089697525896029
N_S_WWC_WM_248,-7.22523,-0.309216,5.67432,-0.870079,2.23,-1.67,-6.14544,2.20785,0.396249,52.1912,-8.29056,-0.2,16.5257,0.0,7.98313,-12.8155,17.4076,-10.9791,128.285,38.1732,120.702,47.6844,52.7462,0.2460950463488371,0.005579015284932
N_S_WWC_WM_249,1.15433,4.3197,14.6526,-10.9198,-0.43,1.35,5.50677,4.86283,-14.6686,-17.9342,-14.6804,-0.2,20.7408,0.1,-24.766,-19.1587,-4.81156,33.4947,72.8536,-47.2908,-29.6719,-53.4186,134.885,0.2720157883621262,0.0077533950487362
N_S_WWC_WM_250,5.84775,-1.57808,18.6277,0.275609,1.49,-1.15,-3.02137,4.85197,-9.32336,90.519,-9.65324,0.8,-36.3157,-0.1,-16.3235,19.5412,-10.8781,-24.0637,-17.0164,48.738,35.0139,23.8289,-112.455,0.232908341923588,0.0049125684876548
N_S_WWC_WM_251,7.19238,3.895,3.57313,-2.40014,-0.8,-1.67,-5.01073,4.80222,20.4568,145.554,-13.1425,0.3,39.1936,-0.2,-20.6237,23.3945,-4.4238,0.364613,-34.2784,20.9243,17.0757,51.8043,95.6528,0.2729841233920265,0.0066025495808621
N_S_WWC_WM_252,6.22772,1.92059,-6.60915,-3.77392,1.35,2.34,2.2018,6.21938,29.6766,-89.8343,1.41757,-0.4,22.8675,0.4,5.94671,-13.3236,24.127,-13.582,-7.7495,30.3175,91.3247,51.4262,-43.0811,0.2290383969202658,0.0071458892894108
N_S_WWC_WM_253,-0.221488,13.511,19.4458,-5.25255,0.91,-0.59,4.52132,-3.2007,-31.5369,-52.8942,-10.5757,-0.1,-16.1854,0.7,-18.0358,6.96623,19.1499,17.7448,-54.3884,-44.8697,106.451,70.9537,27.5881,0.2896142059003322,0.0095521746400348
N_S_WWC_WM_255,4.25003,12.558,4.4412,10.4067,1.31,-0.93,-3.00575,8.93804,23.6581,120.461,-12.8437,0.3,0.847356,0.3,38.0374,7.24425,-21.1578,12.6295,111.719,42.2998,-6.83368,-36.0107,-146.35,0.2586237886279069,0.0072153730483061
N_S_WWC_WM_256,3.30602,7.62352,14.8468,10.1364,-1.57,0.2,-4.321,-2.83623,26.9704,65.6677,3.90474,-0.3,-6.64274,0.7,-18.6282,5.28446,-13.9924,31.9278,14.3101,2.25528,26.2424,66.1798,75.397,0.2619070802724252,0.0090153667768289
N_S_WWC_WM_258,-1.4418,2.70905,16.6656,14.6848,0.96,2.13,6.61746,-3.5352,42.3326,-58.4171,3.42379,0.3,-33.4119,0.2,15.2789,26.1394,10.4637,-21.9137,63.7893,7.25828,84.7291,-35.1545,-99.8148,0.2257813244584717,0.0054648795294693
N_S_WWC_WM_259,8.78978,-5.34889,4.8529,-4.50748,-1.79,-0.08,-6.88473,-1.84039,28.022,68.8934,-11.386,-0.2,-36.3758,-0.1,53.0762,5.13668,12.2938,-9.46379,52.6882,-47.6385,62.1503,4.10828,-46.5373,0.2248805759335548,0.0061654168786747
N_S_WWC_WM_260,-3.51899,-1.31148,-1.1388,-7.33107,-1.73,-1.77,6.37069,5.27781,7.38669,67.9762,4.14493,-0.1,-33.6215,-0.4,16.4457,-16.0775,22.8524,10.2101,19.3367,22.123,1.25778,11.767,-65.5942,0.2309763106079734,0.0073013641793037
N_S_WWC_WM_261,13.5116,-2.12248,15.0124,-2.95051,2.32,2.21,0.172799,7.20081,-47.6531,109.582,-3.48798,0.7,-4.60236,0.0,8.18429,10.7241,23.1783,29.7642,-15.3828,34.83,8.10154,81.4034,-42.7554,0.2504029721395349,0.0065114119228304
N_S_WWC_WM_262,0.223555,4.18995,2.1117,16.8942,1.04,-0.71,18.7332,-1.19796,48.9089,-12.0638,-3.89634,0.3,-4.82007,0.1,-14.8344,-0.914121,-24.0764,47.7791,79.393,-33.3417,-33.6252,-52.5836,-45.9437,0.2704341913122923,0.0065250456318192
N_S_WWC_WM_263,6.65609,-1.55787,-4.93681,1.59994,0.51,1.29,5.24494,-0.900963,33.6654,-90.3368,2.59227,0.4,-16.6277,1.0,32.4802,1.88041,5.92247,13.7899,121.804,33.1532,129.119,7.93756,-84.5713,0.2131150874684385,0.0081172543387856
N_S_WWC_WM_264,2.77386,-4.99318,13.7386,-19.7136,-0.06,2.14,-3.79186,6.67938,42.9476,39.1053,-2.24455,0.3,0.42168,0.5,23.1013,-4.41586,-23.3503,40.8965,-1.62809,-40.2137,-40.0668,77.0716,-144.421,0.2492918112059801,0.0079700204020566
N_S_WWC_WM_265,14.0784,9.37736,10.0382,12.7009,2.5,-1.44,3.0695,6.84916,-31.1671,21.2901,0.369002,0.5,-4.72497,0.5,39.4054,-13.4056,-13.0547,35.2396,25.8801,41.3073,23.344,-54.8254,20.3829,0.2589381293255814,0.0063255467099015
N_S_WWC_WM_266,-3.97892,7.00355,-5.05328,10.8997,-1.22,2.04,-7.90374,-0.371956,48.6847,48.1872,-2.08017,-0.3,15.586,0.3,12.5839,-6.54749,18.8091,13.4251,116.222,-42.9174,61.3216,-50.2549,57.8101,0.2437127715481727,0.0056824994527185
N_S_WWC_WM_267,-2.06414,12.7153,-4.8019,8.53537,-1.78,0.15,5.07045,6.80788,23.8461,92.9042,-4.16834,0.2,-18.1516,0.6,26.7872,8.92369,17.1937,-22.4271,19.1961,-35.0221,144.037,-32.6558,-175.733,0.2376479192292358,0.0110292243327506
N_S_WWC_WM_268,11.9226,-3.42358,14.0472,-17.5269,1.11,-0.51,18.2962,4.02436,-1.20435,-53.0807,-9.50299,0.8,13.7857,-0.4,54.8762,4.62244,-6.0545,13.5878,86.4707,17.9518,15.6596,43.7361,-71.3932,0.2351279023820598,0.0037204120367328
N_S_WWC_WM_269,13.6918,12.0376,19.9859,4.46638,1.71,2.39,6.0469,7.46222,15.5792,-46.7676,-1.10397,0.5,-14.9321,-0.3,59.3543,-2.65733,12.2312,-11.7899,72.3818,24.0,103.843,-6.74932,-121.886,0.2371787537740864,0.0066769994342758
N_S_WWC_WM_270,-6.74543,-4.75871,0.570191,16.9296,-1.3,-0.7,-7.82982,9.06089,5.40305,27.146,-1.93786,0.5,-22.8709,-0.1,10.1477,-11.448,-15.9961,-3.17335,23.4292,34.6269,122.753,-54.0557,-5.8394,0.2319901492724252,0.0062523678140173
N_S_WWC_WM_271,-4.78849,-0.948227,17.2089,-18.1868,-1.43,0.68,8.671,-2.71706,6.15086,56.5993,-9.25189,0.3,-38.0618,-0.3,-11.869,-0.14394,25.4095,52.243,49.6705,-30.5558,-0.197107,12.7099,43.3271,0.2804029225847176,0.0060867682179416
N_S_WWC_WM_272,9.60013,0.586839,-4.27878,-18.8349,0.8,-0.85,-1.52171,6.71762,-27.4549,76.6626,1.64748,0.8,13.9858,0.9,37.1355,7.05442,-20.1551,17.5576,115.443,-7.29189,2.26356,69.4087,7.44808,0.2254524248405315,0.0051015583649342
N_S_WWC_WM_276,-1.42347,7.77924,14.8062,-11.0433,1.46,-1.18,-2.11525,1.65931,-11.3529,139.198,1.20937,-0.2,-24.197,0.9,19.3399,20.1812,-24.6107,-8.66586,117.672,6.08968,74.9302,18.1854,-171.459,0.2336801540730897,0.0074510641847779
N_S_WWC_WM_277,9.76389,1.48148,-5.13615,7.41247,-0.49,-0.6,2.1693,3.72304,15.0696,-62.6804,4.37208,-0.2,18.0495,0.6,-10.9235,19.656,-22.6398,-7.69945,111.342,-33.7104,90.2659,-22.3764,51.7307,0.2083432341561462,0.0079516787988458
N_S_WWC_WM_278,-2.04933,10.4441,1.09105,9.47049,-1.03,-1.34,8.00245,-3.8185,-37.5944,-32.9422,-11.7692,0.2,-39.8864,0.6,59.6055,-5.19861,5.91065,19.242,42.2961,-23.6833,46.3447,19.2952,-112.91,0.2779105330332225,0.006895900970161
N_S_WWC_WM_279,1.36342,-3.75004,2.47944,-2.30357,-0.7,0.92,-5.212,9.15599,32.4818,44.126,-8.82492,0.1,32.4805,0.4,-9.5336,-15.2414,28.444,-21.6806,90.9818,-14.8187,-26.0368,-8.39846,88.175,0.2234210704086378,0.0056337025105681
N_S_WWC_WM_281,14.5951,13.5628,0.642842,-14.8876,-1.39,-0.99,16.6591,5.55613,5.54013,-10.5869,-2.8508,0.4,-22.3548,0.8,58.8145,-16.546,3.26379,21.1602,-18.8161,22.9069,-35.4958,-16.1829,-107.237,0.2691314933920266,0.0042872279968484
N_S_WWC_WM_282,-7.89774,9.4999,16.8649,-12.6474,1.92,2.22,0.248699,-4.02478,-9.93561,-24.8423,-10.5382,0.6,24.8703,0.5,-14.4984,26.0436,4.06417,13.0156,94.062,-39.8944,63.4463,33.379,18.0395,0.2717314246112957,0.0079453238123137
N_S_WWC_WM_283,11.5401,-3.11507,19.3567,6.48823,-0.56,-1.76,-0.236057,6.00373,30.7436,96.7235,-3.08057,0.0,18.6468,0.4,-7.77825,-17.8447,-7.9263,22.9602,-32.4726,28.8659,60.4216,-23.3727,-107.926,0.2444359800232558,0.008950037694237
N_S_WWC_WM_284,-0.429287,12.0886,-3.26471,-0.155666,1.66,-1.01,15.5182,9.05396,25.4557,29.5847,4.70196,0.6,-28.189,0.5,-15.3336,-16.2434,-8.61486,22.5523,-30.1256,47.4491,128.407,-37.7172,-53.5541,0.261625418282392,0.0092096647752071
N_S_WWC_WM_285,-4.51749,-3.06863,9.00653,4.73164,2.4,-1.41,4.58587,-0.0932522,-39.8811,-26.4604,3.0374,-0.1,28.5731,0.0,-10.5937,8.25393,-12.5585,-6.33228,43.5731,18.5468,86.7482,-2.52697,-159.25,0.2189033199468438,0.0057745899160779
N_S_WWC_WM_289,9.44002,2.63817,-7.66054,-10.5229,0.96,-1.43,19.9708,7.16953,-13.4742,-28.51,-0.725153,0.1,30.2015,-0.4,18.7559,-1.6476,14.1683,32.0645,-25.9332,10.7233,-39.5577,-29.1427,-168.493,0.2631984602624585,0.0055006461096636
N_S_WWC_WM_290,7.9238,11.1302,5.29618,1.64216,2.21,-1.7,4.87846,1.28015,-14.9909,131.088,-13.3842,0.8,-20.9077,0.6,6.66423,-9.13248,-10.6542,5.54563,-13.8392,4.37627,140.507,0.438993,61.6875,0.2642346736378738,0.0064456101897081
N_S_WWC_WM_291,-4.61875,12.7748,12.3707,0.350041,1.63,1.46,4.96232,9.42964,25.1006,85.5621,-4.2394,-0.1,27.5618,-0.1,-20.1374,-1.76706,6.1639,19.6784,109.545,-22.2807,-17.3021,84.9481,40.6988,0.2732527541129568,0.0059152596658122
N_S_WWC_WM_292,5.73214,7.19271,15.1837,10.5937,0.78,-1.75,10.7571,5.26305,-1.1386,-62.0949,-6.82612,0.7,-19.1703,1.0,56.7133,29.9001,1.35449,6.49994,-12.7259,-13.0713,56.2382,-34.2597,42.7355,0.2494876375813953,0.0044009136364923
N_S_WWC_WM_294,1.50477,-6.06324,16.6952,-2.00787,0.65,0.09,8.85235,1.41637,22.3846,125.647,-10.6305,0.6,2.11806,-0.1,11.4054,25.1581,-16.0847,41.5112,76.5191,49.9911,114.366,-15.3953,148.354,0.2677879130531562,0.0032237421795405
N_S_WWC_WM_295,13.6247,11.5408,-4.66255,11.9434,-1.49,-1.37,11.1962,-0.157038,-5.34677,51.713,-1.49726,-0.1,13.0479,-0.3,-4.38629,-6.20428,5.13796,-15.1237,34.927,42.1983,50.4784,-48.3214,69.1962,0.2548181386877076,0.0099587426092842
N_S_WWC_WM_297,13.3154,4.54897,19.8819,10.1903,1.28,-0.26,8.1353,6.36584,14.8353,15.1127,-13.1998,0.6,-21.2102,0.7,-22.4316,15.9456,-5.11105,27.9334,112.035,35.442,97.2759,55.803,48.8339,0.24756003310299,0.0059726578036113
N_S_WWC_WM_299,10.2562,-1.84284,0.0211153,2.64876,-0.33,1.8,4.08152,-2.45441,43.6365,81.4043,0.477623,0.0,34.0795,0.3,0.563805,9.1898,-25.7048,22.215,108.355,9.63446,-47.5176,88.1792,-158.546,0.2260944290066445,0.0091570752856692
N_S_WWC_WM_300,3.94595,1.61822,19.4247,-12.1299,-0.74,-0.29,12.6331,0.678617,-10.9234,49.7894,4.93685,0.6,2.26151,0.6,35.3033,-17.8902,-24.1291,-11.9808,88.8281,-7.72288,43.046,2.51209,148.89,0.2151014088438538,0.0053045034690471
N_S_WWC_WM_301,-1.2433,-2.1805,-5.41271,-2.47286,-1.2,0.49,-4.9674,-3.85437,36.6154,135.903,-1.84638,0.1,23.0146,0.6,34.0607,29.362,2.45387,27.5635,-31.7729,12.2872,7.87287,-4.80833,-183.844,0.2336278576810631,0.0080012046015655
N_S_WWC_WM_303,10.5297,6.14824,1.55884,-14.8537,1.9,2.47,19.1176,0.255709,15.8581,-36.9674,-10.3025,0.5,-30.2912,0.1,12.5053,3.97462,1.38108,42.5928,112.976,-41.1801,120.358,-40.0155,38.9798,0.2650005984418604,0.00858222896357
N_S_WWC_WM_304,11.6489,2.86378,11.2127,-8.49544,1.94,-0.5,7.02122,-0.416002,6.32423,137.129,-14.3827,-0.1,-5.56949,0.2,58.6442,18.7647,-11.1183,48.746,123.776,-24.8314,27.3181,63.6225,-101.49,0.2557030915614618,0.0084081923914112
N_S_WWC_WM_305,2.88578,5.73816,3.12827,11.6635,-1.61,2.05,-6.83014,1.71567,-37.2904,-61.6196,-8.26742,-0.3,-12.1238,0.3,-7.64911,24.2013,20.1297,29.0986,-23.9172,-45.7609,41.5985,43.2712,88.6815,0.2630450492225913,0.0106843723286543
