Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd,Average Cl,Std Cl,Average Cl_f,Std Cl_f,Average Cl_r,Std Cl_r
N_S_WWS_WM_010,7.57616,-2.88655,9.75021,-11.8799,0.19,0.18,-6.24626,8.85415,27.9209,-25.1838,-14.9975,-0.3,10.8894,-0.3,10.5327,-2.36095,-24.5383,15.6597,24.6156,37.1007,0.165822,69.6224,9.76996,0.2521002150299004,0.0041066077117465,-0.0504214219129568,0.015856208200665,-0.1021544313285714,0.0063749958583076,0.0517330094405315,0.0150598966443091
N_S_WWS_WM_014,-4.69316,-7.55522,0.399867,7.48649,1.81,-0.72,-3.48386,9.98946,-46.6874,-59.3641,-11.6008,-0.2,20.9111,0.0,30.1805,4.22348,18.6509,33.4947,-18.1159,12.8771,94.6877,-38.9676,-26.1092,0.2503987347641196,0.0039040836437154,-0.0550221950803986,0.01714662540822,-0.1750414881893687,0.0058412388801417,0.1200192931049833,0.0141348990744225
N_S_WWS_WM_015,13.8832,12.4585,18.0805,-19.5256,-1.74,1.29,16.2663,3.56231,44.9859,114.335,-1.04122,0.2,-15.5659,-0.3,3.07575,6.19208,-10.0495,-0.873207,45.6425,5.72965,120.126,32.523,53.4,0.2348558875382059,0.0089330707567953,-0.1379659454468438,0.0345325862248647,-0.0987561529315614,0.0103717209598092,-0.0392097925480132,0.038057690732375
N_S_WWS_WM_017,1.97793,-6.7143,6.55712,-7.28276,-0.86,-0.92,10.4281,-3.73617,-44.1067,-43.1497,1.79762,0.7,-2.64579,0.4,1.69229,1.99823,19.2095,25.4256,-26.6365,45.9524,-37.3922,-28.46,-194.508,0.2327074880996678,0.004042732183998,-0.0786205466508305,0.0225427696077973,-0.0721683797478405,0.0066063734201492,-0.006452166897279,0.0191220752649724
N_S_WWS_WM_018,8.42412,13.2845,3.00788,2.44136,-0.36,-0.29,-7.37007,1.82983,-36.1622,15.3194,-11.878,0.3,7.30238,-0.3,18.493,18.6451,-28.74,40.5623,77.7317,-32.8365,40.3494,-56.188,-188.105,0.2680694190930232,0.0046725755496329,-0.1233158508548172,0.0258732016595853,-0.0874582934295681,0.0093455675944327,-0.0358575574238804,0.0248778626867065
N_S_WWS_WM_019,-7.3255,2.8285,4.73723,12.1262,-0.32,0.38,1.71146,-0.474428,16.3957,-39.5349,-4.42262,-0.2,14.9894,-0.3,48.6114,-14.1388,3.99588,44.8749,106.746,4.74663,-46.5623,-15.0785,94.766,0.2625428966378737,0.006361014659005,-0.1438347170275747,0.0152359642725514,-0.1746526383023255,0.0100047075888856,0.0308179213069767,0.0187659981172319
N_S_WWS_WM_020,8.58383,-1.956,5.39829,-7.96629,0.36,1.39,14.2488,6.78635,25.8901,55.8636,-3.91464,0.3,-38.9589,1.0,28.3864,23.7151,-11.3817,53.1882,-15.9314,37.6009,35.4897,17.73,-172.043,0.240372071295681,0.0041059364898949,-0.0414724045417608,0.0197746799547338,-0.0590845952152823,0.0054326367962548,0.0176121906719169,0.0198556575072307
N_S_WWS_WM_021,-7.62291,5.51033,-0.685933,-0.0358234,-0.26,-0.1,8.93641,5.58716,29.6766,-11.3987,-0.010091,-0.3,-1.46415,0.3,-23.0138,-1.37854,-1.08802,14.7459,-9.08559,20.8284,46.111,-57.1347,142.137,0.2544757946013289,0.0052580068000471,-0.073342686982392,0.0166343727003994,-0.1821075841694352,0.0053201553374803,0.1087648972016611,0.0161450199081073
N_S_WWS_WM_022,3.63103,-2.83567,18.3826,-18.8349,1.46,-0.28,11.3657,2.66639,16.2468,-62.0949,-12.1652,0.2,37.7065,-0.1,51.7211,-17.7849,-25.9193,3.79363,5.32761,-27.9975,95.4318,-57.6878,-132.92,0.2335499143488372,0.0030872678375137,-0.0910034428252491,0.0141842123791659,-0.0862216147604651,0.0049983417693565,-0.0047818280789139,0.0129678716370589
N_S_WWS_WM_023,-4.87858,5.45388,-3.42238,-14.6896,-1.46,-1.34,-2.91008,8.07166,-18.8297,92.9042,1.15648,-0.3,13.4055,0.9,34.6579,-18.8859,-11.9337,-10.1461,-22.3522,16.0193,64.442,3.44595,24.6809,0.2245529784352159,0.0070915893039775,-0.1059517388943521,0.0451363852374152,-0.1622579178704319,0.0174399132338132,0.0563061789432428,0.0408211530960212
N_S_WWS_WM_024,4.4463,-2.33465,2.54147,-10.6458,1.69,-0.94,5.6076,7.44182,16.9014,136.853,4.53588,-0.4,-32.7334,0.8,-3.39338,-2.50247,9.96939,54.9885,66.2325,-30.3773,87.0861,53.6408,-152.546,0.2417412799335547,0.0068327948226291,0.014660490729578,0.0261777146629924,-0.085941586472093,0.013494091653325,0.10060207720299,0.0220576522412886
N_S_WWS_WM_025,-4.39241,10.7379,10.3576,3.39793,-0.71,1.63,10.4966,-0.353245,-3.88424,-29.2698,0.587417,-0.2,-17.8378,1.0,23.015,10.6845,-3.76446,51.7605,31.6866,-48.862,148.312,80.6637,-49.3928,0.251156821910299,0.0068508401299956,-0.0598470700398671,0.0257820890728445,-0.1483932618538206,0.0112661083231127,0.0885461918053156,0.0295239878003727
N_S_WWS_WM_026,-6.31272,13.3011,5.34268,16.4632,0.85,1.8,12.4824,-1.926,-33.2368,149.3,1.98087,0.1,-15.9103,0.8,6.3967,-8.4709,-12.189,-15.6113,71.562,5.92867,-24.7006,68.7317,19.6924,0.2281379351395348,0.0055221845986904,-0.1091947001697674,0.0311677417910567,-0.1545290940797342,0.0124071841848384,0.0453343939260797,0.025862471927933
N_S_WWS_WM_027,-3.10985,5.92065,16.4925,-9.41544,1.43,1.63,10.69,3.86315,22.9152,137.495,-11.303,-0.1,-12.0609,0.2,-20.4407,25.9192,-0.932244,31.1969,-14.5115,-40.3024,48.7746,-48.0673,-148.771,0.2779948494352159,0.0077690215486001,-0.1200949152063122,0.0242454611618893,-0.1600280618272425,0.0142205731704912,0.0399331466435305,0.0205096844530711
N_S_WWS_WM_028,-5.56375,11.3824,14.5212,6.2545,-1.62,1.91,14.0645,6.24127,7.1409,-47.2417,-10.3502,-0.3,-5.37119,-0.2,41.0484,24.7076,28.9555,-4.40516,39.4812,-1.99856,71.2524,35.5504,-182.001,0.2577873627076412,0.0082543816970291,-0.0955230996707641,0.0271032520208674,-0.171919955282392,0.0186772748203203,0.0763968555986711,0.0191780186665531
N_S_WWS_WM_029,12.9335,-4.85098,6.26527,13.7199,0.94,2.45,0.772729,8.98432,-6.519,147.634,3.3902,0.2,16.8725,0.7,-8.13199,-0.32454,4.94047,50.3396,27.4252,-4.53353,22.2615,13.7652,46.79,0.2360498231960132,0.0046716190401044,-0.0016460694386295,0.0264636148711066,-0.0304125744122923,0.0037844986245516,0.028766504973873,0.0266993412575698
N_S_WWS_WM_030,-4.61031,-3.5626,7.19624,12.2256,-1.78,2.47,0.596081,-1.35035,31.3813,-62.6804,-3.39965,0.0,-29.5612,0.1,46.8148,-7.35808,-6.91895,17.2496,-38.7778,31.1653,55.6087,62.8302,-154.038,0.2367996572093023,0.0053893552528118,-0.0557163398325581,0.0187203957606284,-0.1689462864086378,0.0132642851428622,0.1132299465524916,0.0113438526604701
N_S_WWS_WM_032,9.01404,6.63156,6.23093,-14.1893,0.58,2.18,5.72979,-1.60328,-38.5537,37.864,-14.2378,0.2,-30.0841,0.7,-12.8077,-14.2347,13.7608,43.6892,26.3825,19.9115,-43.3371,-41.191,40.0421,0.2804648655149501,0.0090984052287994,0.0083963774519169,0.0251420979667787,-0.0241722500930232,0.0077894863849988,0.0325686275462392,0.0271583881483422
N_S_WWS_WM_034,1.78754,-7.61369,14.263,9.98018,0.83,1.52,-0.108049,-2.78134,-27.6149,-44.0702,-6.16182,0.4,10.0594,-0.1,-18.2871,17.3151,26.1902,-8.92706,-26.0983,-13.4829,-33.2747,7.93756,35.1907,0.2270933177076411,0.0048747234438603,-0.0782940567488372,0.0179014710731727,-0.131974423538206,0.0089089226391669,0.0536803667860465,0.0153456715737525
N_S_WWS_WM_035,6.69669,10.2843,19.2933,5.84961,0.89,1.68,1.07035,5.46766,-21.5282,-73.9516,-4.96107,0.2,-38.5239,0.1,16.7989,-10.3349,-9.35402,17.6741,-20.4865,43.8277,28.2571,40.5237,123.512,0.25641639220598,0.0042897459307534,-0.0697622219259136,0.0240015302059319,-0.0782493198335548,0.0085217608001891,0.0084870978978455,0.0194807105762958
N_S_WWS_WM_036,5.20527,-7.05529,-6.98621,-0.739422,0.16,0.26,0.698215,0.219354,9.82031,142.078,-4.2957,-0.4,-11.9176,0.4,14.4584,17.8084,-1.85329,-2.7223,17.954,11.6634,70.2379,41.3316,143.872,0.2344552747774086,0.0051065109166029,0.0363272421132292,0.0206999629552845,-0.1114295035156146,0.0163432216135694,0.1477567456013289,0.0092165527352499
N_S_WWS_WM_039,0.352927,4.27399,-4.00809,17.9469,0.1,-1.64,3.83212,0.789449,-7.53291,30.1667,4.61054,0.6,17.7352,0.1,40.021,29.7907,27.0799,9.1218,82.09,20.0841,45.6146,72.3531,92.6275,0.2280691219468438,0.0066989027542847,-0.0206460485515514,0.023480851136157,-0.1148846991724252,0.0100732915086656,0.0942386506116279,0.0178897188934779
N_S_WWS_WM_042,6.39585,6.92739,0.457716,10.9882,-1.37,-1.69,11.8859,7.52365,-39.3882,-33.9988,-0.585328,0.5,1.59872,0.8,-23.4437,23.9532,-6.27271,0.994433,125.836,31.8473,19.5392,-1.10282,109.13,0.2241674351561461,0.0043250625009851,-0.1189864078551495,0.0163447409009727,-0.0931476799607973,0.0095908610112836,-0.0258387279227727,0.0130414406761715
N_S_WWS_WM_043,1.31979,13.6947,9.42833,2.03442,0.89,-0.4,-2.50209,4.55267,-49.7657,60.4742,2.66687,0.1,27.0032,0.7,20.3743,-11.657,18.3606,-16.1725,32.8735,20.4385,139.896,73.8565,-173.595,0.2201472725847176,0.0041777417255695,-0.0516717741924385,0.0294447339875378,-0.1066137993455149,0.0134306791683598,0.0549420251418604,0.027119630495918
N_S_WWS_WM_044,4.40908,-3.07673,15.8467,7.78061,2.14,0.83,12.6016,6.95339,-42.4619,-6.37813,-9.76115,0.3,-13.4203,-0.2,29.7575,23.3228,-9.28226,-8.5401,-59.1558,-31.9442,109.725,79.5368,84.2819,0.2362349725514949,0.0049643288141893,-0.0338577103138804,0.0176725688204808,-0.1239944423255813,0.009240485144955,0.0901367320182724,0.0117841487193577
N_S_WWS_WM_047,10.586,-2.27331,6.85358,1.20524,-1.07,-0.91,11.66,8.09691,-7.7568,-92.998,-4.39714,0.0,7.63005,0.1,-6.36764,18.7647,18.0311,4.44398,5.93888,15.3816,130.506,-29.3383,-194.365,0.2239804283687707,0.0036829808706267,-0.0114714034543986,0.0220439792269109,-0.0501796288518272,0.0080494695442181,0.0387082253953488,0.0192576783304773
N_S_WWS_WM_049,-3.78489,-5.5895,-6.35709,9.59035,0.79,0.84,-4.67783,3.96676,-21.1336,95.5069,1.53689,0.0,-38.9717,-0.3,18.1899,4.91595,27.8176,-10.5057,95.8695,-7.12425,143.377,17.0441,87.1995,0.2064937221362126,0.0048046276323259,-0.020084158024,0.0163571882399963,-0.1797047954418604,0.0080965346681592,0.1596206373986711,0.0127029133466657
N_S_WWS_WM_050,12.7292,7.82559,-7.15801,6.1202,0.45,1.66,8.671,-2.81128,-38.326,2.99137,-11.9864,0.7,-14.1848,0.4,32.711,-1.30711,-7.2127,52.7046,-17.5864,-27.62,114.124,44.9356,142.64,0.2733974330166113,0.0042417706709637,-0.0025077252757043,0.0217249260146016,-0.0696461464521594,0.0128704789536535,0.0671384211691029,0.0149573004155547
N_S_WWS_WM_051,4.01519,1.78951,3.97158,8.68468,0.75,-1.12,-8.04017,4.31784,-2.88838,37.4139,-11.4571,-0.3,-18.7737,0.8,19.542,13.1763,-26.2913,-12.9201,-42.1535,-15.2952,147.512,-48.9059,-57.0252,0.2367794193289036,0.0060487154363899,-0.0804308437202657,0.0197546444427499,-0.0880805047478405,0.0107919623447247,0.0076496610376279,0.0203705220007771
N_S_WWS_WM_053,-3.64647,11.6744,19.2246,-14.1443,-0.29,1.76,0.0795703,3.34184,-43.6054,-20.174,-9.25189,-0.2,3.59731,1.0,14.5889,1.05082,11.2466,-19.7039,48.8926,-8.83084,111.706,-0.641698,-65.1885,0.2501540971661129,0.0124035776208048,-0.1646940285478405,0.0497805141280634,-0.1407127674252491,0.0166034963826616,-0.023981261153289,0.0500728367567931
N_S_WWS_WM_055,13.5116,1.93078,9.32299,-12.2034,0.59,-1.07,-1.64344,-4.92366,14.5829,-61.2858,-7.48999,0.3,8.32843,-0.1,7.19865,-7.68389,-26.8854,25.7061,104.28,-45.9744,16.2842,-57.8694,85.6533,0.2539748064318937,0.0056771498356041,-0.1260109266139534,0.0263185215485521,-0.0669983744202657,0.0161464477505744,-0.0590125521847176,0.0260849466915422
N_S_WWS_WM_057,-7.2086,4.07936,19.7971,18.6016,0.9,-1.12,1.48677,1.84382,43.7524,4.22485,-8.37552,0.0,-21.6,0.4,38.3261,-15.4442,-22.835,4.0334,-4.87615,8.66135,90.8275,-14.2313,59.9834,0.2465649158305648,0.0066886512658097,-0.2161883275315614,0.0227668605709291,-0.2423953818538205,0.0084892813841787,0.0262070543534318,0.0231563654703968
N_S_WWS_WM_058,-6.8927,1.05902,5.08488,2.95786,0.52,-1.36,-2.30362,5.09923,-33.9468,-82.2163,-2.27495,0.6,29.165,0.5,8.59919,-12.4803,-0.0952003,48.9472,59.1773,1.12825,149.105,26.0758,137.382,0.2342568688272425,0.0027694787750788,-0.1618864506744186,0.0175695120056409,-0.2159562940963454,0.0046636097414153,0.0540698434275747,0.0174621076645794
N_S_WWS_WM_059,2.46309,8.81047,7.91095,-3.98225,-0.61,-0.13,9.98959,3.75343,-43.0258,82.0919,-5.71221,0.2,-12.4045,-0.1,-24.4181,7.1754,25.1944,-11.7899,43.9449,-47.0876,80.607,-41.6326,113.353,0.2384967630066445,0.0055487908353645,-0.1790942725481727,0.0217358414690683,-0.129154631116279,0.0088402006219947,-0.049939641392392,0.0187530919592553
N_S_WWS_WM_060,-6.70991,-6.24441,5.86238,1.3463,-1.16,-1.5,13.4125,2.1444,16.5428,-8.04368,-2.28827,0.5,38.5761,-0.1,40.6825,1.12416,9.69321,23.7555,113.983,-46.3008,96.9151,45.4771,-81.1225,0.2274032690232558,0.0025853083196242,-0.1396863905946843,0.0136818435617004,-0.2297016675249169,0.0044551527520834,0.0900152769498338,0.0117407207677527
N_S_WWS_WM_061,-2.52446,3.57233,-3.83545,-12.4759,0.66,2.29,-1.72091,4.78959,-6.28835,-50.1428,-8.07586,0.7,-27.7653,0.9,-17.8994,3.72529,20.6478,39.4137,99.5412,-14.486,42.0532,-15.7797,-142.749,0.2435645721528239,0.0019665599451232,-0.1513757508538206,0.0154951458184263,-0.1584503890564784,0.0029507696994685,0.0070746382231681,0.0160294828936432
N_S_WWS_WM_065,3.68679,2.76065,-5.85023,-10.9935,-0.8,0.21,-5.68636,6.64293,-41.2796,-85.3367,1.07315,-0.2,-19.4659,0.9,0.36407,21.9867,-13.2105,46.3782,51.6223,21.847,37.765,60.6053,-115.612,0.2422235013421927,0.0048897779322612,0.0587189626820598,0.0127448308769141,-0.0631723012355481,0.0055428545533998,0.1218912639335548,0.0124339111854525
N_S_WWS_WM_066,5.2301,1.38006,-7.47713,-13.3196,-1.55,2.22,11.2614,2.00545,-42.2904,-49.1283,-2.42039,0.6,-24.6934,0.1,27.8351,22.8886,12.1077,1.83801,-11.5411,21.4672,71.4622,-50.0044,2.59549,0.2326653675581395,0.0048867318800649,0.0256174592970192,0.0148233942961774,-0.0555408393561461,0.0065405322887755,0.0811582986534883,0.0116850475682463
N_S_WWS_WM_067,1.49218,8.4468,2.61581,0.958303,1.91,-0.78,-5.37821,3.33305,0.784581,143.336,-1.86766,0.7,34.8825,0.7,-2.02852,26.9475,-8.05447,33.613,106.385,42.4647,124.918,30.161,-84.0097,0.2555157760930233,0.0056544877788263,-0.0262001669748491,0.0278569657964318,-0.1139182422392026,0.010540856344221,0.0877180752671096,0.0251088905179145
N_S_WWS_WM_068,8.59772,8.99024,8.79453,5.66608,0.96,0.58,1.82426,-0.52494,-49.9646,-76.7586,-3.02358,0.1,32.8529,0.4,53.0762,25.0571,-9.61105,-1.9036,-40.0792,-48.5251,40.6694,15.8643,-116.689,0.2376656620099668,0.0088962975522073,-0.1343200902212624,0.036052974292268,-0.0781723682056478,0.0102730102954674,-0.0561477220338538,0.0314582788871482
N_S_WWS_WM_070,6.81563,0.386117,-6.56008,3.60531,-0.1,-0.82,8.96836,-2.91352,32.3345,17.598,-6.61017,0.5,10.329,-0.1,-21.4003,27.084,-2.6999,47.5399,81.92,37.2096,-8.55409,1.78431,-195.616,0.2632569251295681,0.0101745295967076,-0.0011924956047408,0.046036328040135,-0.0483873011328903,0.0091953872604987,0.0471948055200199,0.0455878542792079
N_S_WWS_WM_071,5.60208,-6.99089,9.14885,-7.37605,1.48,-0.61,11.8357,9.02932,-4.0351,-82.9623,1.50487,0.7,-22.1097,0.3,21.5526,19.2907,24.5038,-21.4439,-10.7403,-3.15975,-20.5518,63.0411,-109.202,0.219216913833887,0.0059323594683784,-0.0187998714605146,0.0195679346691194,-0.0679935397860465,0.0084448085062159,0.0491936683239202,0.016879871025889
N_S_WWS_WM_072,-7.08536,-7.41645,1.70528,-13.4914,-0.48,-1.51,11.4561,8.06763,10.9957,-17.2091,-12.8885,0.7,-19.2613,0.6,35.0653,5.39458,8.69396,51.0981,-6.44178,5.14348,72.1611,75.2262,54.7768,0.2676181825614617,0.0047599814306184,-0.0418321852357574,0.0239990635054325,-0.1939696713787375,0.0154359061300567,0.1521374861295681,0.0129574011176791
N_S_WWS_WM_073,2.01438,-2.96881,5.55751,-18.067,0.42,-0.64,-7.60599,0.550374,43.3045,32.9451,-0.158323,0.5,38.9495,-0.3,15.1732,18.1055,1.18185,-2.38861,78.2988,11.1016,74.281,63.3661,-195.349,0.2135785423820598,0.0047050120693729,-0.0322751486960132,0.0135687996332426,-0.0956013407139534,0.0085138145210117,0.0633261920016611,0.008400053777768
N_S_WWS_WM_075,13.9331,-1.16466,14.343,19.3653,-0.78,1.1,4.48063,6.6148,31.6496,144.769,-8.91446,-0.3,-9.05756,0.9,16.5981,0.144484,4.85756,-16.2127,-17.7229,19.8305,12.0725,66.6381,0.458509,0.2386718206810631,0.0073786569527504,-0.0199444449342867,0.0230157941730711,-0.0451252326980066,0.0081289984091822,0.0251807877669235,0.0225523404493147
N_S_WWS_WM_078,6.0752,3.63529,1.03659,-3.17428,-0.18,2.24,19.3819,4.34223,-12.2671,148.793,-7.482,-0.1,-39.8823,0.0,29.9026,-18.8328,17.7967,23.1288,60.3413,-8.55942,27.2912,-59.2143,8.69341,0.2566218682292359,0.0057804077585326,0.0580931098395348,0.0149332804183606,-0.0344173951152823,0.0064859614576477,0.0925105049704319,0.0158353458197477
N_S_WWS_WM_079,11.1432,1.58141,-3.05127,15.2918,1.09,2.48,-1.78541,0.780783,-22.051,57.1707,-0.115303,0.5,-0.348883,-0.2,35.8074,25.1178,-13.9924,4.92562,-41.883,5.53025,-51.6168,80.0676,-33.5897,0.2224183264983388,0.0067251052625654,0.003081639034975,0.0210851273130857,-0.0536014628534883,0.0110290786615366,0.0566831018890033,0.0147872749853755
N_S_WWS_WM_080,3.81305,-2.08584,12.8849,-7.69095,1.66,0.06,4.66926,8.96062,44.4495,-83.2544,-12.3034,0.3,-30.676,-0.1,2.94523,-13.7564,-0.990484,50.6538,78.5063,19.2904,-2.42089,-47.77,104.271,0.2738079265315614,0.0063236071480497,-0.0407049652227242,0.0126131323800535,-0.0599648933664451,0.007870888066984,0.0192599281443853,0.0078909814762795
N_S_WWS_WM_081,-6.43278,-3.17759,3.62362,5.6013,1.55,1.75,7.88908,6.53094,-0.48562,-39.8002,4.87345,-0.3,27.7914,0.7,2.37074,4.30935,-25.1647,16.16,103.569,35.2674,-12.6869,28.6578,60.0568,0.2294661161760797,0.0054965858790214,-0.1192765832930232,0.0282552506929863,-0.1707348249269102,0.0078130281609584,0.0514582416143521,0.0279347227489939
N_S_WWS_WM_082,-4.21357,1.33829,7.11488,-8.35168,-1.4,-1.62,-3.1281,6.55532,22.3846,-36.4233,-12.6938,0.7,16.9512,0.9,12.3103,9.58312,-17.8279,16.741,31.9697,27.2799,22.9983,-54.4601,115.332,0.2548482825448505,0.0044620325417374,-0.1500252253584717,0.0223447201931009,-0.1402540268837209,0.0129709519422932,-0.0097711984661461,0.0129490002080889
N_S_WWS_WM_084,12.1194,-5.72543,5.88542,6.58543,-0.76,0.73,5.39813,-0.0200747,-16.0728,47.9322,-9.46416,-0.2,35.3167,0.4,56.1875,20.5667,-1.59406,44.2848,59.9544,45.2873,107.081,-44.8365,-153.417,0.2315975981694352,0.0061634623775078,-0.0106584962068903,0.0162930224449409,-0.0399226466066445,0.0069509192527359,0.0292641504009302,0.013614118104706
N_S_WWS_WM_085,10.1618,-5.90353,19.9859,-16.182,-0.88,0.43,-2.65709,-4.02478,29.5708,83.4885,-5.30543,-0.1,7.88542,0.8,25.0686,-5.64847,13.0466,45.8151,36.1635,32.1505,109.008,24.2438,117.017,0.2464848982126246,0.005770972837154,-0.0339648273729734,0.032367534117261,-0.0881541352033222,0.0168526444933583,0.0541893078279069,0.0206997548639178
N_S_WWS_WM_087,-5.67476,8.51474,-6.42705,8.8656,1.97,-0.87,18.6646,-2.93264,22.5832,-69.6234,-1.98936,0.5,23.3429,0.8,-13.785,7.75658,-14.3899,2.35485,29.7169,13.2822,75.8858,23.5726,130.706,0.2336451706644518,0.0067030599623639,-0.1494652028392026,0.0393319784336886,-0.1839424300631229,0.0105106470528604,0.0344772272103362,0.0359693481635117
N_S_WWS_WM_088,11.3461,7.75124,19.663,11.7301,2.44,-0.9,0.993177,1.48268,2.47067,127.433,1.89421,-0.2,26.0568,0.2,-5.80491,-1.93688,20.2116,-23.2979,4.79,-5.79851,7.39161,63.7636,6.22801,0.2278580610564784,0.0086827440221324,-0.0591409561521594,0.0146229190473985,-0.0464924490039867,0.0066262127745715,-0.0126485071473229,0.0128017058791569
N_S_WWS_WM_089,-0.0568439,-6.40049,-1.54967,-2.38679,0.44,1.99,-8.97293,5.3507,-43.4139,18.6714,3.70839,0.3,-22.8324,0.4,34.3541,1.23099,-12.6555,-10.4114,-9.33593,26.6183,46.96,38.8595,-50.0596,0.208163309744186,0.0048828017146081,-0.0043375678865182,0.0224061831764295,-0.1032242631714285,0.0085566201081219,0.098886695257475,0.0161285839841519
N_S_WWS_WM_091,13.9988,12.0024,14.7906,-3.38945,1.94,0.67,2.6472,5.826,-3.44286,-10.5869,-12.457,0.0,22.1952,-0.2,-12.3638,29.2967,13.0099,32.6107,-24.7455,3.57326,-59.486,41.6892,125.105,0.2951925673289036,0.0043355785317879,0.0041549734304001,0.0131868721678783,-0.0474137209777408,0.0079032874413792,0.0515686944073089,0.0109881442048883
N_S_WWS_WM_092,4.19069,-4.13208,8.91708,9.83528,-1.41,1.52,-3.65586,0.62972,-13.729,-6.90594,-8.76062,0.5,-7.03606,0.5,47.1069,26.8822,-20.0274,54.7295,-49.6694,-38.582,-32.0389,-54.8688,12.3691,0.2589167142923588,0.0033697652964688,-0.0672485027674418,0.0137203393672711,-0.0590532501229235,0.006099780091798,-0.0081952526407916,0.0103135993548774
N_S_WWS_WM_093,5.4187,2.49074,11.8847,16.759,-0.79,-1.11,3.4795,-4.69645,-11.8498,93.7819,-13.5788,0.5,-31.496,-0.4,7.7316,23.5265,-7.88261,-12.8179,53.0947,-35.4444,103.199,-35.6353,-66.6255,0.2341640607707641,0.0072531373179005,-0.1044639550093023,0.0389285446535383,-0.0882290983049833,0.0084649994223093,-0.0162348566798272,0.0390503386788789
N_S_WWS_WM_094,11.617,9.59945,7.43494,19.4906,1.75,0.72,4.72632,-3.42787,-35.7098,-4.0376,-1.0577,0.3,26.1749,-0.2,-7.21598,3.30694,25.5184,47.9609,40.7519,-32.8962,105.055,38.6734,-0.732174,0.2579565186777409,0.0084005996594757,-0.0609736285450996,0.0500656873205709,-0.093602669747176,0.0115659328524822,0.0326290412010939,0.0481148304158276
N_S_WWS_WM_095,2.14762,9.96602,2.87842,16.6507,-1.68,0.15,-3.6691,4.20915,0.160939,-0.424535,-9.8336,0.2,35.7901,0.9,42.8141,-13.6355,-25.4865,-17.4027,37.4045,-8.63785,-9.03726,78.3138,143.065,0.2334377372657807,0.0052475567002683,-0.0715510787990033,0.019034799269432,-0.093827345641196,0.0115006562057217,0.0222762668418053,0.0147421365895914
N_S_WWS_WM_096,2.32805,-7.82788,-2.47309,18.1804,-0.03,0.88,10.4821,7.01077,39.5244,78.704,2.42086,0.8,24.1073,1.0,31.0421,10.4971,9.78999,-0.136251,-54.0827,35.9741,-7.3669,45.6949,-15.8021,0.2049707219534883,0.0031323234032259,-0.0212671081765448,0.0107722540421142,-0.0820797336345515,0.0067482247961966,0.0608126254541528,0.0094357131045329
N_S_WWS_WM_097,0.997573,5.31814,7.99781,-16.7611,2.08,0.22,12.3594,3.19969,-29.7252,38.7674,-10.2319,0.1,32.0394,-0.3,45.9834,-3.09164,28.1729,40.6286,99.2403,33.1532,-5.96067,-44.4408,76.2592,0.2640367689302326,0.0093075220171695,-0.167191690551495,0.0310697656407609,-0.0948672172372093,0.0105510716498843,-0.0723244732923588,0.0376584520445222
N_S_WWS_WM_099,7.55305,2.2491,-3.85085,0.0973435,-1.25,-1.01,-9.96959,-4.39533,40.1886,-87.0297,-6.76182,0.1,-5.00691,0.0,21.8623,8.29412,-8.75506,28.6874,-15.6898,37.3062,111.482,-25.2242,84.6768,0.2539928757408638,0.0094757809407258,0.0180962918788594,0.0277671406462888,-0.0723733582541528,0.0084633884351578,0.0904696501172757,0.0324647818809845
N_S_WWS_WM_100,12.8486,13.2456,-4.49123,8.24463,-0.2,0.28,15.8699,-2.07286,-31.5369,87.476,-11.6486,0.4,-38.0618,0.3,38.2047,0.465897,-1.9729,-14.9002,128.433,3.96813,-27.8243,-35.9679,-168.493,0.2582443769601328,0.009531284688327,-0.1223961334169435,0.0316452993750786,-0.0278307681186046,0.0086495513577302,-0.0945653653136212,0.0296995284358926
N_S_WWS_WM_104,12.2,-4.89283,-2.09734,-4.98482,-0.6,2.28,0.64675,0.360836,37.4293,-28.8691,-11.4976,0.6,2.11806,0.7,-10.3374,23.849,-17.1686,45.3637,89.3351,6.90959,149.714,46.3363,-36.7533,0.2305787989933554,0.003918277201373,-0.0474817822787375,0.0132095877029926,-0.1055733776651162,0.008095603766622,0.0580915953870431,0.0148375598910365
N_S_WWS_WM_106,11.9958,-1.89559,0.253089,-17.5269,1.74,-1.49,1.94861,-2.36271,-30.5266,6.82413,-3.33724,0.3,3.36904,-0.1,-20.2772,-10.5186,-9.88517,2.90814,-46.5743,33.4251,-23.1748,-45.5858,-54.6862,0.2374295978504983,0.0048214654217023,-0.1131701891382059,0.02553994205147,-0.0953248586784053,0.0154201699119173,-0.0178453304702857,0.0204196275586384
